title,url,date,wordCount,legacyCategories,legacyTags,controlledTags,needsTagReview
"Weekly Readers’ Mailbag:  March 4, 2016",https://ehrmanblog.org/weekly-readers-mailbag-march-4-2016/,"March 4, 2016",1321,book-discussions; public-forum; readers-questions,jesus-before-the-gospels,memory-oral-tradition; reader-questions; book-discussion,False
My First Interview on Jesus Before the Gospels,https://ehrmanblog.org/my-first-interview-on-jesus-before-the-gospels/,"March 3, 2016",139,book-discussions; historical-jesus; video-media,american-freethought; jesus-before-the-gospels,historical-jesus; canonical-gospels; memory-oral-tradition; media-video; book-discussion,False
Jesus Before the Gospels in Relation to My Other Books,https://ehrmanblog.org/jesus-before-the-gospels-in-relation-to-my-other-books/,"March 2, 2016",1108,book-discussions; public-forum,jesus-before-the-gospels,canonical-gospels; historical-jesus; memory-oral-tradition; book-discussion,False
My New Book! (In Context of My Others),https://ehrmanblog.org/my-new-book-in-context-of-my-others/,"March 1, 2016",1017,book-discussions; public-forum,jesus-before-the-gospels,memory-oral-tradition; book-discussion,False
Did the Earliest Christians Believe Jesus *Became* God?,https://ehrmanblog.org/did-the-earliest-christians-believe-jesus-became-god/,"February 29, 2016",1214,barts-debates; early-christian-doctrine; public-forum,michael-bird,historical-jesus; christology; faith-doubt-belief; debates-and-critics,False
Bart Ehrman on Problem of Suffering – UCB,https://ehrmanblog.org/bart-ehrman-on-problem-of-suffering-ucb/,"February 28, 2016",1377,book-discussions; public-forum; video-media,harry-kreisler; suffering; theodicy,suffering-and-evil; book-discussion; media-video,False
"Jesus’ Virgin Birth in Mark (Reader’s Mailbag February 26, 2016)",https://ehrmanblog.org/jesus-virgin-birth-in-mark-readers-mailbag-february-26-2016/,"February 26, 2016",1278,canonical-gospels; early-christian-doctrine; public-forum; readers-questions,luke; matthew; virgin-birth,canonical-gospels; historical-jesus; christology; reader-questions,False
Christ as the Adopted Son of God,https://ehrmanblog.org/christ-as-the-adopted-son-of-god/,"February 25, 2016",1236,barts-debates; book-discussions; early-christian-doctrine; historical-jesus; public-forum,adoptionism; son-of-god,historical-jesus; christology; faith-doubt-belief; book-discussion; debates-and-critics,False
What the Resurrection of Jesus MEANT,https://ehrmanblog.org/what-the-resurrection-of-jesus-meant/,"February 24, 2016",1027,barts-debates; book-discussions; public-forum,how-jesus-became-god; jesus; resurrection; son-of-god,historical-jesus; resurrection; christology; book-discussion; debates-and-critics,False
"A Less Weighty, Personal Matter",https://ehrmanblog.org/a-less-weighty-personal-matter/,"February 23, 2016",937,barts-biography; public-forum; reflections-ruminations,mediterranean-diet,faith-doubt-belief; personal-autobiographical,False
Christ as Son of God in Mark’s Gospel,https://ehrmanblog.org/christ-as-son-of-god-in-marks-gospel/,"February 21, 2016",1342,barts-debates; canonical-gospels; public-forum,gospel-of-mark; son-of-god,canonical-gospels; christology; faith-doubt-belief; debates-and-critics,False
"My Debate with Michael Bird Feb. 12 , 2016",https://ehrmanblog.org/my-debate-with-michael-bird-feb-12-2016/,"February 20, 2016",246,barts-debates; book-discussions; historical-jesus; video-media,greer-heard; how-jesus-became-god; leavell-college; michael-bird; the-historical-jesus,historical-jesus; christology; book-discussion; debates-and-critics,False
"Weekly Readers’ Mailbag: February 18, 2016",https://ehrmanblog.org/weekly-readers-mailbag-february-18-2016/,"February 18, 2016",1222,canonical-gospels; history-of-biblical-scholarship; public-forum; readers-questions,greek; islam,canonical-gospels; historical-method; reader-questions; teaching-scholarship,False
The Controversies about Christ: Arius and Alexander,https://ehrmanblog.org/the-controversies-about-christ-arius-and-alexander/,"February 18, 2016",1076,barts-debates; constantine; early-christian-doctrine; fourth-century-christianity,arius; christological-controversy,church-history; early-christianity; greco-roman-world; christology; debates-and-critics,False
"The Son of God, the Council of Nicea, and the Da Vinci Code",https://ehrmanblog.org/the-son-of-god-the-council-of-nicea-and-the-da-vinci-code/,"February 16, 2016",1224,barts-debates; constantine; fourth-century-christianity; public-forum,arian-controversy; canon; da-vinci-code; dan-brown,church-history; greco-roman-world; early-christianity; canon-and-scripture; christology; faith-doubt-belief; debates-and-critics,False
My Debate This Past Weekend,https://ehrmanblog.org/my-debate-this-past-weekend/,"February 15, 2016",1217,barts-debates; book-discussions; historical-jesus; public-forum,how-jesus-became-god; michael-bird; the-historical-jesus,historical-jesus; christology; book-discussion; debates-and-critics,False
Drew Marshall Show – How Jesus Became God,https://ehrmanblog.org/drew-marshall-show-how-jesus-became-god/,"February 14, 2016",72,barts-biography; book-discussions; historical-jesus; public-forum; video-media,drew-marshall-show; how-jesus-became-god,historical-jesus; christology; faith-doubt-belief; book-discussion; media-video,False
"Weekly Readers Mailbag: February 13, 2016",https://ehrmanblog.org/weekly-readers-mailbag-february-13-2016/,"February 13, 2016",1248,book-discussions; memory-studies; readers-questions,memory; the-historical-jesus,historical-jesus; memory-oral-tradition; reader-questions; book-discussion,False
Upcoming Speaking Engagements 2016,https://ehrmanblog.org/upcoming-speaking-engagements-2016/,"February 11, 2016",407,book-discussions; public-forum,how-jesus-became-god,christology; book-discussion,False
On the Accuracy of Oral Traditions,https://ehrmanblog.org/on-the-accuracy-of-oral-traditions/,"February 10, 2016",1160,paul-and-his-letters; public-forum; readers-questions,archeology; oral-traditions,paul-and-letters; memory-oral-tradition; reader-questions,False
Are “Group Hallucinations” Possible?  The Case of Mary.,https://ehrmanblog.org/are-group-hallucinations-possible-the-case-of-mary/,"February 9, 2016",923,historical-jesus; public-forum; readers-questions,hallucinations; mary; the-historical-jesus,historical-jesus; reader-questions,False
Upcoming Debate!,https://ehrmanblog.org/upcoming-debate/,"February 8, 2016",1440,barts-biography; book-discussions; historical-jesus; public-forum; readers-questions; reflections-ruminations,debate; how-jesus-became-god; the-historical-jesus,historical-jesus; faith-doubt-belief; christology; personal-autobiographical; book-discussion,False
"Weekly Readers’ Mailbag: February 7, 2016",https://ehrmanblog.org/weekly-readers-mailbag-february-7-2016/,"February 7, 2016",1439,memory-studies; paul-and-his-letters; readers-questions,damascus; hallucinations; memory; paul,paul-and-letters; memory-oral-tradition; reader-questions,False
"Q & A about Jesus Before the Gospels, Part 1",https://ehrmanblog.org/q-a-about-jesus-before-the-gospels-part-1/,"February 5, 2016",1226,book-discussions; historical-jesus; memory-studies; public-forum,historical-jesus; jesus-before-the-gospels; memory,historical-jesus; canonical-gospels; memory-oral-tradition; book-discussion,False
Technical Problems on the Blog,https://ehrmanblog.org/technical-problems-on-the-blog/,"February 4, 2016",229,public-forum,,blog-community,False
"Q & A about Jesus Before the Gospels, Part 3",https://ehrmanblog.org/q-a-about-jesus-before-the-gospels-part-3/,"February 3, 2016",1058,book-discussions; historical-jesus; memory-studies; public-forum,historical-jesus; jesus-before-the-gospels; memory,historical-jesus; canonical-gospels; memory-oral-tradition; book-discussion,False
Q & A about Jesus Before the Gospels: Part 2,https://ehrmanblog.org/q-a-about-jesus-before-the-gospels-part-2/,"February 2, 2016",1130,book-discussions; historical-jesus; memory-studies; public-forum,historical-jesus; jesus-before-the-gospels; memory,historical-jesus; canonical-gospels; memory-oral-tradition; book-discussion,False
"Weekly Readers’ Mailbag:  January 30, 2016",https://ehrmanblog.org/weekly-readers-mailbag-january-30-2016/,"January 30, 2016",1115,book-discussions; canonical-gospels; early-judaism; historical-jesus; public-forum; readers-questions,jesus; judaism,hebrew-bible-judaism; canonical-gospels; historical-jesus; reader-questions; book-discussion,False
Do I Have the Expertise Needed for My Book?,https://ehrmanblog.org/do-i-have-the-expertise-needed-for-my-book/,"January 28, 2016",1156,book-discussions; memory-studies; public-forum; readers-questions,jesus-before-the-gospels; memory-studies,memory-oral-tradition; book-discussion; reader-questions,False
Buying David Lambert’s Book at Discount,https://ehrmanblog.org/buying-david-lamberts-book-at-discount/,"January 28, 2016",119,public-forum,,book-discussion,False
Did Jesus Urge People to Repent?,https://ehrmanblog.org/did-jesus-urge-people-to-repent/,"January 27, 2016",1086,canonical-gospels; historical-jesus,jesus; repentance,historical-jesus; canonical-gospels; hebrew-bible-judaism,False
Press Release!  Jesus Before the Gospels,https://ehrmanblog.org/press-release-jesus-before-the-gospels/,"January 25, 2016",896,book-discussions; historical-jesus,jesus-before-the-gospels,historical-jesus; canonical-gospels; memory-oral-tradition; book-discussion,False
"Weekly Readers’ Mailbag: January 24, 2016",https://ehrmanblog.org/weekly-readers-mailbag-january-24-2016/,"January 24, 2016",1314,canonical-gospels; new-testament-manuscripts; public-forum; readers-questions,aramaic; mark; new-testament-manuscripts,canonical-gospels; textual-criticism; reader-questions,False
What Is Repentance in the Bible?  Is there Repentance in the Bible?,https://ehrmanblog.org/what-is-repentance-in-the-bible-is-there-repentance-in-the-bible/,"January 22, 2016",1414,hebrew-bible-old-testament,hebrew-bible; repentance,hebrew-bible-judaism; canon-and-scripture,False
Jesus and the Son of Man,https://ehrmanblog.org/jesus-and-the-son-of-man/,"January 21, 2016",1509,canonical-gospels; historical-jesus; readers-questions,apocalypticism; jesus; son-of-man,historical-jesus; acts-and-revelation; canonical-gospels; reader-questions,False
Am I Converting to Islam?,https://ehrmanblog.org/am-i-converting-to-islam/,"January 20, 2016",1221,barts-biography; public-forum; readers-questions,islam,spread-of-christianity; personal-autobiographical; reader-questions,False
Is Repentance a Biblical Idea?  Interview with David Lambert,https://ehrmanblog.org/is-repentance-a-biblical-idea-interview-with-david-lambert/,"January 19, 2016",1405,hebrew-bible-old-testament; public-forum,david-lambert; repentance,hebrew-bible-judaism; media-video,False
The Rise of Apocalypticism,https://ehrmanblog.org/the-rise-of-apocalypticism/,"January 18, 2016",1049,hebrew-bible-old-testament; public-forum,apocalypticism; prophets; suffering,acts-and-revelation; hebrew-bible-judaism; suffering-and-evil,False
"Weekly Readers’ Mailbag:  January 16, 2016",https://ehrmanblog.org/weekly-readers-mailbag-january-16-2016/,"January 16, 2016",1278,forgery-in-antiquity; paul-and-his-letters; public-forum; readers-questions,forgery; israel; paul,paul-and-letters; authorship-forgery; reader-questions,False
Background to Apocalypticism: The Maccabean Revolt,https://ehrmanblog.org/background-to-apocalypticism-the-maccabean-revolt/,"January 15, 2016",1466,hebrew-bible-old-testament,apocalypticism; maccabees,acts-and-revelation; hebrew-bible-judaism,False
Are the Prophecies Being Fulfilled?,https://ehrmanblog.org/are-the-prophecies-being-fulfilled/,"January 13, 2016",1238,hebrew-bible-old-testament; public-forum; reflections-ruminations,fulfillment-of-prophecy; prophecies; prophets,hebrew-bible-judaism; faith-doubt-belief; personal-autobiographical,False
Amos as a Representative Prophet,https://ehrmanblog.org/amos-as-a-representative-prophet/,"January 12, 2016",982,hebrew-bible-old-testament; public-forum,amos,hebrew-bible-judaism,False
The Prophet Amos,https://ehrmanblog.org/the-prophet-amos/,"January 12, 2016",1541,hebrew-bible-old-testament; public-forum,amos,hebrew-bible-judaism,False
The Prophetic Background of Jewish Apocalyptic Thought,https://ehrmanblog.org/the-prophetic-background-of-jewish-apocalyptic-thought/,"January 10, 2016",1193,early-judaism; hebrew-bible-old-testament; readers-questions,amos; jewish-apocalypticism; prophets,hebrew-bible-judaism; acts-and-revelation; reader-questions,False
"Weekly Readers’ Mailbag:  January 8, 2016",https://ehrmanblog.org/weekly-readers-mailbag-january-8-2016/,"January 8, 2016",1489,new-testament-manuscripts; public-forum; readers-questions,atonement; nt-manuscripts; paul,paul-and-letters; textual-criticism; reader-questions,False
"Heaven and Hell, Part Two",https://ehrmanblog.org/heaven-and-hell-part-two/,"January 6, 2016",1254,afterlife; history-of-christianity-100-300ce; public-forum; readers-questions,afterlife; apocalypticism; resurrection,acts-and-revelation; church-history; early-christianity; afterlife; resurrection; reader-questions,False
"Heaven and Hell, Part One",https://ehrmanblog.org/heaven-and-hell-part-one/,"January 5, 2016",1626,afterlife; history-of-christianity-100-300ce; public-forum; readers-questions,afterlife; apocalypticism; heaven; hell,church-history; early-christianity; acts-and-revelation; afterlife; reader-questions,False
The Resurrection in Paul,https://ehrmanblog.org/the-resurrection-in-paul/,"January 3, 2016",1169,afterlife; paul-and-his-letters; public-forum,death; paul; resurrection; sin,paul-and-letters; resurrection; afterlife,False
"Readers’ Weekly Mailbag:  January 2, 2016",https://ehrmanblog.org/readers-weekly-mailbag-january-2-2016/,"January 2, 2016",1292,historical-jesus; public-forum; readers-questions,apocalypticists; john-the-baptist; sophia,canonical-gospels; historical-jesus; reader-questions,False
Blog Year in Review 2015,https://ehrmanblog.org/blog-year-in-review-2015/,"December 31, 2015",1376,public-forum; reflections-ruminations,,faith-doubt-belief; blog-community; personal-autobiographical,False
Jesus’ Resurrection as an Apocalyptic Event,https://ehrmanblog.org/jesus-resurrection-as-an-apocalyptic-event/,"December 30, 2015",1006,historical-jesus; public-forum,apocalypticism; jesus; resurrection,historical-jesus; acts-and-revelation; resurrection,False
Jesus’ Return to Life as a Resurrection,https://ehrmanblog.org/jesus-return-to-life-as-a-resurrection/,"December 29, 2015",1111,afterlife; early-judaism; historical-jesus; public-forum,,historical-jesus; hebrew-bible-judaism; afterlife; resurrection,False
The Death of the Messiah for Salvation,https://ehrmanblog.org/the-death-of-the-messiah-for-salvation/,"December 28, 2015",1171,historical-jesus; public-forum; reflections-ruminations,atonement; jesus; messiah; sacrifice,historical-jesus; afterlife; faith-doubt-belief; personal-autobiographical,False
"Readers’ Mailbag:  December 27, 2015",https://ehrmanblog.org/readers-mailbag-december-27-2015/,"December 27, 2015",1198,canonical-gospels; history-of-biblical-scholarship; public-forum; readers-questions,gospel-of-luke; jesus; judaism,canonical-gospels; hebrew-bible-judaism; historical-method; reader-questions; teaching-scholarship,False
End of Year Giving,https://ehrmanblog.org/end-of-year-giving/,"December 27, 2015",234,public-forum,,,True
A Christmas Reflection,https://ehrmanblog.org/a-christmas-reflection/,"December 24, 2015",659,public-forum; reflections-ruminations,christmas,faith-doubt-belief; personal-autobiographical,False
The Myth of the First Christmas,https://ehrmanblog.org/the-myth-of-the-first-christmas-2/,"December 23, 2015",975,canonical-gospels; public-forum; reflections-ruminations,anti-judaism; christmas,canonical-gospels; hebrew-bible-judaism; faith-doubt-belief; personal-autobiographical,False
"Desmond Tutu, True Christians, and Christmas",https://ehrmanblog.org/desmond-tutu-true-christians-and-christmas/,"December 22, 2015",1105,public-forum; reflections-ruminations,desmond-tutu,faith-doubt-belief; personal-autobiographical,False
Holiday Presents!,https://ehrmanblog.org/holiday-presents/,"December 22, 2015",212,public-forum,,,True
"Christians, Muslims, and God:  Wheaton College in the News",https://ehrmanblog.org/christians-muslims-and-god-wheaton-college-in-the-news/,"December 21, 2015",1211,barts-biography; public-forum; reflections-ruminations; religion-in-the-news,evangelicalism; islam; wheaton,faith-doubt-belief; personal-autobiographical; news-current-events,False
Jesus the Suffering Messiah,https://ehrmanblog.org/jesus-the-suffering-messiah/,"December 19, 2015",1018,historical-jesus; public-forum,isaiah-53; suffering-servant,historical-jesus; suffering-and-evil,False
"Readers’ Mailbag December 18, 2015",https://ehrmanblog.org/readers-mailbag-december-18-2015/,"December 18, 2015",1271,barts-biography; early-judaism; readers-questions,apocalypticism; baptism; maccabees,hebrew-bible-judaism; acts-and-revelation; reader-questions; personal-autobiographical,False
The Resurrection of the Son of God,https://ehrmanblog.org/the-resurrection-of-the-son-of-god/,"December 16, 2015",1079,afterlife; canonical-gospels; public-forum; reflections-ruminations,resurrection; son-of-man,canonical-gospels; faith-doubt-belief; resurrection; afterlife; christology; personal-autobiographical,False
Did Some Disciples Not Believe in the Resurrection?,https://ehrmanblog.org/did-some-disciples-not-believe-in-the-resurrection/,"December 16, 2015",1300,canonical-gospels; historical-jesus; public-forum; reflections-ruminations,how-jesus-became-god; resurrection,canonical-gospels; historical-jesus; resurrection; faith-doubt-belief; christology; book-discussion; personal-autobiographical,False
Were the Disciples Martyred for Believing in the Resurrection?,https://ehrmanblog.org/were-the-disciples-martyred-for-believing-in-the-resurrection/,"December 14, 2015",884,public-forum; reflections-ruminations,martyrdom,martyrdom-persecution; faith-doubt-belief; resurrection; personal-autobiographical,False
Ehrman-Bass Debate Did the Historical Jesus Claim to be Divine,https://ehrmanblog.org/ehrman-bass-debate-did-the-historical-jesus-claim-to-be-divine/,"December 12, 2015",211,barts-critics; historical-jesus; public-forum; video-media,1042-church; how-jesus-became-god; jesus-is-god; justin-bass,historical-jesus; christology; debates-and-critics; media-video,False
"Readers’ Mailbag December 11, 2015",https://ehrmanblog.org/readers-mailbag-december-11-2015/,"December 11, 2015",1434,barts-biography; canonical-gospels; historical-jesus; readers-questions,biblical-inerrancy; creation; historical-jesus,historical-jesus; canonical-gospels; canon-and-scripture; faith-doubt-belief; reader-questions; personal-autobiographical,False
Does Paul Know about Judas Iscariot?,https://ehrmanblog.org/does-paul-know-about-judas-iscariot/,"December 9, 2015",1044,historical-jesus; paul-and-his-letters; public-forum,judas-iscariot; paul,paul-and-letters; historical-jesus,False
The Reversal of the Disciples’ Decisive Disconfirmation,https://ehrmanblog.org/the-reversal-of-the-disciples-decisive-disconfirmation/,"December 8, 2015",1120,historical-jesus; public-forum,crucifixion; historical-jesus,historical-jesus,False
How the Crucifixion Destroyed Jesus’ Vision of the Future,https://ehrmanblog.org/how-the-crucifixion-destroyed-jesus-vision-of-the-future/,"December 7, 2015",954,historical-jesus,disconfirmation; historical-jesus; resurrection,historical-jesus; resurrection,False
Free Year-Long Memberships to Those Who Can’t Afford One!!,https://ehrmanblog.org/free-year-long-memberships-to-those-who-cant-afford-one/,"December 6, 2015",194,public-forum,,,True
Many Thanks and One More Chance!,https://ehrmanblog.org/many-thanks-and-one-more-chance/,"December 6, 2015",203,public-forum,,,True
"Readers’ Mailbag December 4, 2015",https://ehrmanblog.org/readers-mailbag-december-4-2015/,"December 4, 2015",1113,historical-jesus; readers-questions,apocalypticism; john-the-baptist; textual-criticism,historical-jesus; acts-and-revelation; canonical-gospels; textual-criticism; reader-questions,False
Jesus Death as King of the Jews,https://ehrmanblog.org/jesus-death-as-king-of-the-jews/,"December 2, 2015",1163,historical-jesus,historical-jesus; king-of-the-jews; messiah,historical-jesus; hebrew-bible-judaism,False
Judas and the Messianic Secret,https://ehrmanblog.org/judas-and-the-messianic-secret/,"December 1, 2015",1034,historical-jesus,judas-iscariot; messianic-secret,historical-jesus,False
Jesus’ Claim to Be the Messiah,https://ehrmanblog.org/jesus-claim-to-be-the-messiah/,"November 30, 2015",1148,historical-jesus; public-forum,jesus; messiah,historical-jesus,False
"Gift Memberships to the Blog, 2015",https://ehrmanblog.org/gift-memberships-to-the-blog-2015/,"November 29, 2015",577,public-forum,,blog-community,False
"Readers’ Mailbag November 27, 2015",https://ehrmanblog.org/readers-mailbag-november-27-2015/,"November 27, 2015",1259,historical-jesus; new-testament-manuscripts; paul-and-his-letters; public-forum; readers-questions,jesus; marriage; paul; textual-criticism; visions,paul-and-letters; historical-jesus; textual-criticism; reader-questions,False
Thanksgiving Reflections 2015,https://ehrmanblog.org/thanksgiving-reflections-2015/,"November 25, 2015",1062,public-forum; reflections-ruminations,food; football; thanksgiving,faith-doubt-belief; personal-autobiographical,False
The SBL and the Blog,https://ehrmanblog.org/the-sbl-and-the-blog/,"November 24, 2015",997,public-forum; reflections-ruminations,biblical-studies; blogs,faith-doubt-belief; blog-community; personal-autobiographical,False
The Teaching of Jesus,https://ehrmanblog.org/the-teaching-of-jesus/,"November 24, 2015",1242,historical-jesus; public-forum,apocalypticism,historical-jesus; acts-and-revelation; teaching-scholarship,False
Fifty Ways to Forge a Gospel,https://ehrmanblog.org/fifty-ways-to-forge-a-gospel/,"November 22, 2015",349,forgery-in-antiquity; public-forum,forgery,canonical-gospels; authorship-forgery,False
"Readers’ Mailbag November 20, 2015",https://ehrmanblog.org/readers-mailbag-november-20-2015/,"November 20, 2015",1223,canonical-gospels; historical-jesus; public-forum; readers-questions,gospel-of-mark; historical-jesus; joel-marcus; paul,canonical-gospels; historical-jesus; paul-and-letters; reader-questions,False
The Beginning and End as Keys to the Middle,https://ehrmanblog.org/the-beginning-and-end-as-keys-to-the-middle/,"November 19, 2015",1032,historical-jesus; paul-and-his-letters; public-forum,apocalypticism; historical-jesus; paul,paul-and-letters; historical-jesus; acts-and-revelation,False
The Baptism of Jesus as an Apocalyptic Event,https://ehrmanblog.org/the-baptism-of-jesus-as-an-apocalyptic-event/,"November 18, 2015",1082,historical-jesus; public-forum,apocalypticism; baptism-of-jesus,historical-jesus; acts-and-revelation,False
Albert Schweitzer and the Apocalyptic Jesus,https://ehrmanblog.org/albert-schweitzer-and-the-apocalyptic-jesus/,"November 16, 2015",1239,historical-jesus; public-forum,albert-schweitzer; apocalypticism; historical-jesus,historical-jesus; acts-and-revelation,False
The Apocalyptic Context for Jesus’ View of the Messiah,https://ehrmanblog.org/the-apocalyptic-context-for-jesus-view-of-the-messiah/,"November 15, 2015",1507,early-judaism; historical-jesus; public-forum,apocalypticism; historical-jesus; second-temple-judaism,historical-jesus; hebrew-bible-judaism; acts-and-revelation,False
"Readers’ Mailbag November 13, 2015",https://ehrmanblog.org/readers-mailbag-november-13-2015/,"November 13, 2015",1381,early-christian-apocrypha; heresy-and-orthodoxy; history-of-christianity-100-300ce; public-forum; readers-questions,atonement; blood-sacrifice; gospel-of-the-ebionites; non-canonical-gospels; peter; rome,canonical-gospels; christian-apocrypha; early-christianity; canon-and-scripture; heresy-orthodoxy; reader-questions,False
How Do We Know What Jesus Said About Himself?,https://ehrmanblog.org/how-do-we-know-what-jesus-said-about-himself/,"November 12, 2015",1154,historical-jesus; public-forum,historical-jesus; messiah,historical-jesus,False
"Jesus, the Messiah, and the Resurrection",https://ehrmanblog.org/jesus-the-messiah-and-the-resurrection/,"November 11, 2015",1140,historical-jesus; public-forum,christ; historical-jesus; messiah; resurrection,historical-jesus; resurrection,False
Another Problem with Calling Jesus the Messiah,https://ehrmanblog.org/another-problem-with-calling-jesus-the-messiah/,"November 9, 2015",1186,paul-and-his-letters; public-forum,galatians; jesus; messiah; paul,paul-and-letters; historical-jesus,False
Jesus and the Messianic Prophecies – Did the Old Testament Point to Jesus?,https://ehrmanblog.org/jesus-and-the-messianic-prophecies-did-the-old-testament-point-to-jesus/,"November 8, 2015",1230,canonical-gospels; early-judaism; public-forum,birth-of-jesus; death-of-jesus; jesus; messiah; old-testament; prophecy,hebrew-bible-judaism; historical-jesus; canonical-gospels,False
"Readers’ Mailbag on Revelation:  November 6, 2015",https://ehrmanblog.org/readers-mailbag-on-revelation-november-6-2015/,"November 6, 2015",1155,canonical-gospels; paul-and-his-letters; readers-questions; revelation-of-john,apocalypticism; armageddon; gospel-of-matthew; paul; revelation,acts-and-revelation; canonical-gospels; paul-and-letters; reader-questions,False
The Crucified Messiah in 1 Corinthians,https://ehrmanblog.org/the-crucified-messiah-in-1-corinthians/,"November 5, 2015",1125,paul-and-his-letters; public-forum,crucifixion; messiah; paul,paul-and-letters; historical-jesus,False
The Jewish Messiah,https://ehrmanblog.org/the-jewish-messiah/,"November 4, 2015",1052,early-judaism; hebrew-bible-old-testament; historical-jesus; public-forum,babylon; destruction-of-jerusalem; jesus; messiah,hebrew-bible-judaism; historical-jesus,False
Jesus as the Messiah in Mark’s Gospel,https://ehrmanblog.org/jesus-as-the-messiah-in-marks-gospel/,"November 2, 2015",1124,canonical-gospels,jesus; messiah; son-of-man,canonical-gospels; historical-jesus,False
I’m Openly Secular Documentary,https://ehrmanblog.org/im-openly-secular-documentary/,"November 1, 2015",515,public-forum; video-media,freedom-from-religion; secularity,media-video,False
Jesus as the Son of God in Mark,https://ehrmanblog.org/jesus-as-the-son-of-god-in-mark/,"October 30, 2015",981,canonical-gospels; public-forum,gospel-of-mark; jesus; son-of-god,canonical-gospels; historical-jesus; christology; faith-doubt-belief,False
Reader’s Mailbag on Virgin Birth: 10/29/15,https://ehrmanblog.org/readers-mailbag-on-virgin-birth-10-29-15/,"October 29, 2015",1116,acts-of-the-apostles; historical-jesus; public-forum; readers-questions,acts; book-projects; historical-jesus; virgin-birth,acts-and-revelation; historical-jesus; reader-questions,False
An Irritating Criticism: My View of Paul’s View of Christ,https://ehrmanblog.org/an-irritating-criticism-my-view-of-pauls-view-of-christ/,"October 28, 2015",1192,barts-critics; paul-and-his-letters; public-forum,galatians-4; historical-jesus; paul; philippians-2,paul-and-letters; historical-jesus; debates-and-critics,False
Really???  Stories of Jesus’ Virgin Birth,https://ehrmanblog.org/really-stories-of-jesus-virgin-birth/,"October 26, 2015",1379,canonical-gospels; historical-jesus,birth-narratives; historical-jesus,historical-jesus; canonical-gospels,False
Taking the Pulse of the Blog,https://ehrmanblog.org/taking-the-pulse-of-the-blog/,"October 25, 2015",997,public-forum,,blog-community,False
Is Luke’s Christology Consistent?,https://ehrmanblog.org/is-lukes-christology-consistent/,"October 23, 2015",1059,canonical-gospels; early-christian-doctrine; new-testament-manuscripts,christology; gospel-of-luke; messiah; savior,canonical-gospels; historical-jesus; christology; textual-criticism,False
Arguments that Luke Did Not Originally Have the Virgin Birth,https://ehrmanblog.org/arguments-that-luke-did-not-originally-have-the-virgin-birth/,"October 22, 2015",1094,canonical-gospels; new-testament-manuscripts,gospel-of-luke; marcion; virgin-birth,canonical-gospels; textual-criticism,False
Did Luke’s Gospel Originally Have the Virgin Birth?,https://ehrmanblog.org/did-lukes-gospel-originally-have-the-virgin-birth/,"October 21, 2015",1086,canonical-gospels; new-testament-manuscripts,gospel-of-luke; marcion; virgin-birth,canonical-gospels; textual-criticism,False
Scribes Who Changed the Voice at Jesus Baptism?,https://ehrmanblog.org/scribes-who-changed-the-voice-at-jesus-baptism/,"October 19, 2015",1197,canonical-gospels; new-testament-manuscripts,adoptionist; christology; docetism; gospel-of-luke; son-of-god,canonical-gospels; historical-jesus; christology; textual-criticism,False
Some Flak (Already!) Over My New Book,https://ehrmanblog.org/some-flak-already-over-my-new-book/,"October 18, 2015",1367,book-discussions,how-jesus-became-god,christology; book-discussion,False
Other Christians Who Denied that Christ was Divine by Nature,https://ehrmanblog.org/other-christians-who-denied-that-christ-was-divine-by-nature/,"October 17, 2015",804,early-christian-doctrine; heresy-and-orthodoxy; history-of-christianity-100-300ce,adoptionists; ebionites,early-christianity; church-history; christology; heresy-orthodoxy,False
Was Christ God?  The View of Jewish-Christian Ebionites,https://ehrmanblog.org/was-christ-god-the-view-of-jewish-christian-ebionites/,"October 15, 2015",1127,early-christian-doctrine; heresy-and-orthodoxy; history-of-christianity-100-300ce,adoptionist-christology; ebionites; jewish-christianity,hebrew-bible-judaism; early-christianity; church-history; christology; heresy-orthodoxy; faith-doubt-belief,False
Adoptionistic Christologies,https://ehrmanblog.org/adoptionistic-christologies/,"October 14, 2015",1120,early-christian-doctrine; heresy-and-orthodoxy; historical-jesus; history-of-christianity-100-300ce; proto-orthodox-writers,adoptionistic-christologies; jesus,early-christianity; church-history; historical-jesus; christology; heresy-orthodoxy,False
Are Their Any Completely Anti-Heretical Manuscripts?,https://ehrmanblog.org/are-their-any-completely-anti-heretical-manuscripts/,"October 13, 2015",1172,heresy-and-orthodoxy; history-of-christianity-100-300ce; new-testament-manuscripts,docetism; gospel-of-luke; scribal-activity,canonical-gospels; church-history; early-christianity; heresy-orthodoxy; textual-criticism,False
Luke’s Last Supper and Orthodox Corruptions of Scripture,https://ehrmanblog.org/lukes-last-supper-and-orthodox-corruptions-of-scripture/,"October 12, 2015",966,canonical-gospels; heresy-and-orthodoxy; history-of-christianity-100-300ce; new-testament-manuscripts,docetism; gospel-of-luke; scribal-activity,canonical-gospels; church-history; early-christianity; heresy-orthodoxy; canon-and-scripture; textual-criticism,False
The Striking Conclusion: Jesus’ Last Supper in Luke,https://ehrmanblog.org/the-striking-conclusion-jesus-last-supper-in-luke/,"October 11, 2015",922,canonical-gospels; history-of-christianity-100-300ce; new-testament-manuscripts,gospel-of-luke; scribal-activity,canonical-gospels; church-history; early-christianity; textual-criticism,False
